Farmer_ID,State,Land_Size,Income_Level,Crop,Irrigation,Soil_Type,Farmer_Type,Loan_Status,Weather_Risk,Farm_Experience,Recommended_Scheme
320,UP,Large,Medium,Rice,Yes,Black,Marginal,Yes,High,Low,KCC
321,Bihar,Large,Low,Rice,Yes,Black,Marginal,Yes,Low,High,KCC
322,Bihar,Small,High,Wheat,Yes,Black,Medium,Yes,High,Medium,KCC
323,MP,Medium,Medium,Maize,Yes,Sandy,Small,No,High,High,Soil Health Card
324,Punjab,Small,High,Soybean,Yes,Clay,Large,Yes,Medium,High,KCC
325,UP,Medium,Medium,Soybean,No,Loamy,Marginal,Yes,Low,Medium,PMFBY
326,MP,Small,High,Soybean,No,Black,Marginal,Yes,Low,High,PMFBY
327,Bihar,Small,Low,Rice,No,Black,Small,Yes,Medium,Low,Subsidy Scheme
328,MP,Small,Medium,Rice,Yes,Loamy,Large,No,High,Low,Soil Health Card
329,Punjab,Small,Low,Wheat,No,Clay,Marginal,Yes,Low,Low,PM-Kisan
330,Punjab,Large,Medium,Wheat,No,Black,Marginal,No,High,Low,PMFBY
331,MP,Small,Medium,Maize,No,Clay,Marginal,No,Low,High,Crop Insurance
332,Punjab,Large,Medium,Cotton,Yes,Loamy,Marginal,No,High,Medium,Soil Health Card
333,UP,Medium,Medium,Maize,No,Sandy,Small,No,Medium,Medium,PMFBY
334,MH,Medium,Low,Rice,No,Clay,Marginal,Yes,High,High,PMFBY
335,MH,Small,Medium,Maize,Yes,Sandy,Small,No,High,Low,Subsidy Scheme
336,MP,Large,Low,Rice,No,Clay,Large,Yes,Low,Medium,PMFBY
337,MH,Large,Medium,Cotton,Yes,Sandy,Large,Yes,Low,High,KCC
338,Bihar,Small,High,Rice,No,Sandy,Medium,Yes,Low,Low,PMFBY
339,MH,Large,Low,Wheat,No,Clay,Large,No,High,High,Crop Insurance
340,MP,Medium,Medium,Rice,Yes,Loamy,Marginal,Yes,Low,High,KCC
341,Bihar,Medium,Medium,Cotton,Yes,Loamy,Large,Yes,Medium,High,Crop Insurance
342,UP,Small,Medium,Maize,No,Loamy,Medium,No,High,Medium,PMFBY
343,MH,Large,Low,Soybean,No,Sandy,Large,No,Medium,Medium,PMFBY
344,MP,Medium,Low,Maize,Yes,Sandy,Small,No,Low,Low,KCC
345,Bihar,Small,High,Soybean,No,Sandy,Medium,No,High,High,Irrigation Subsidy
346,Bihar,Medium,Medium,Maize,No,Loamy,Medium,No,Low,Low,PMFBY
347,Punjab,Small,High,Maize,Yes,Sandy,Marginal,No,Medium,High,Soil Health Card
348,MP,Medium,High,Rice,Yes,Sandy,Small,No,Low,Medium,Soil Health Card
349,MH,Large,High,Cotton,No,Sandy,Medium,No,Low,Medium,PMFBY
350,MP,Large,Medium,Soybean,No,Black,Large,No,Medium,Low,Crop Insurance
351,MP,Large,Medium,Rice,No,Loamy,Marginal,No,Low,Low,PMFBY
352,MP,Large,Medium,Soybean,Yes,Loamy,Small,Yes,Medium,Medium,Organic Farming
353,MH,Large,Medium,Soybean,Yes,Sandy,Large,Yes,Medium,Medium,KCC
354,Punjab,Large,High,Wheat,No,Black,Large,No,Medium,High,PMFBY
355,MP,Large,High,Rice,No,Black,Small,No,High,Medium,PMFBY
356,MP,Large,Medium,Maize,Yes,Loamy,Large,Yes,Low,Medium,KCC
357,MP,Small,Medium,Cotton,No,Clay,Marginal,No,Low,Low,Crop Insurance
358,Bihar,Large,Medium,Rice,Yes,Loamy,Marginal,Yes,Low,Low,KCC
359,UP,Medium,Medium,Maize,Yes,Black,Large,No,High,Medium,Farm Mechanization
360,MH,Medium,High,Soybean,Yes,Sandy,Marginal,No,High,High,Soil Health Card
361,MH,Small,High,Wheat,Yes,Clay,Marginal,No,High,Medium,Crop Insurance
362,MP,Large,Low,Cotton,No,Loamy,Medium,No,High,Medium,PMFBY
363,UP,Medium,High,Cotton,No,Clay,Large,No,Medium,Low,PMFBY
364,MP,Large,High,Soybean,Yes,Black,Small,No,High,High,PMFBY
365,MH,Large,High,Maize,No,Loamy,Large,No,Low,High,PMFBY
366,Punjab,Small,High,Rice,No,Loamy,Small,No,High,High,Crop Insurance
367,Bihar,Small,Medium,Wheat,No,Black,Small,Yes,Low,High,Crop Insurance
368,MH,Large,Medium,Cotton,Yes,Black,Small,Yes,Low,Medium,KCC
369,Punjab,Large,Medium,Cotton,Yes,Loamy,Large,No,High,Low,Irrigation Subsidy
370,Bihar,Small,High,Cotton,No,Loamy,Marginal,No,High,Low,PMFBY
371,MP,Small,Medium,Rice,Yes,Sandy,Marginal,No,High,Medium,Soil Health Card
372,UP,Medium,Medium,Maize,Yes,Sandy,Large,Yes,Low,Low,KCC
373,UP,Small,High,Cotton,No,Loamy,Large,Yes,High,Low,PMFBY
374,UP,Small,Medium,Cotton,Yes,Black,Large,No,High,Medium,Farm Mechanization
375,Punjab,Large,High,Rice,No,Clay,Small,No,Medium,Medium,PM-Kisan
376,MP,Large,High,Rice,No,Clay,Medium,Yes,Low,Low,PMFBY
377,Bihar,Medium,High,Cotton,Yes,Sandy,Medium,No,High,High,Organic Farming
378,MH,Medium,High,Cotton,No,Loamy,Small,No,Low,High,PMFBY
379,MH,Medium,High,Wheat,Yes,Clay,Medium,No,High,Medium,Farm Mechanization
380,Bihar,Medium,Medium,Wheat,Yes,Black,Small,No,Medium,Low,Farmer Training
381,MP,Medium,High,Soybean,Yes,Clay,Medium,No,Low,Low,Farm Mechanization
382,MP,Large,High,Cotton,Yes,Sandy,Large,No,Medium,Low,Soil Health Card
383,MH,Large,Low,Rice,No,Black,Medium,No,Low,Low,PMFBY
384,MP,Small,Medium,Cotton,Yes,Black,Medium,No,Medium,Medium,Irrigation Subsidy
385,Bihar,Medium,Low,Soybean,Yes,Sandy,Marginal,Yes,Low,High,KCC
386,MH,Small,Medium,Rice,No,Black,Marginal,Yes,High,Medium,PMFBY
387,UP,Large,High,Cotton,Yes,Sandy,Small,Yes,Low,High,Farmer Training
388,MP,Large,High,Rice,Yes,Sandy,Small,No,Medium,Medium,Soil Health Card
389,MH,Medium,High,Wheat,Yes,Sandy,Marginal,No,Low,Low,Soil Health Card
390,Bihar,Large,Low,Maize,No,Black,Large,No,Low,Medium,PMFBY
391,Punjab,Large,High,Maize,Yes,Sandy,Large,Yes,Medium,High,KCC
392,Bihar,Small,High,Wheat,No,Loamy,Large,Yes,Low,Low,PMFBY
393,MH,Small,High,Maize,No,Black,Large,Yes,Low,High,PMFBY
394,MP,Small,Medium,Maize,No,Clay,Small,Yes,High,Low,PMFBY
395,MP,Small,Low,Soybean,No,Loamy,Large,No,High,Medium,PM-Kisan
396,MH,Large,Medium,Maize,No,Loamy,Medium,No,Medium,High,PMFBY
397,Bihar,Medium,High,Wheat,Yes,Clay,Marginal,No,Low,High,Organic Farming
398,Bihar,Medium,Medium,Cotton,Yes,Sandy,Small,No,High,High,Soil Health Card
399,Punjab,Small,Medium,Soybean,No,Loamy,Small,Yes,High,High,PMFBY
400,Bihar,Medium,Medium,Rice,Yes,Sandy,Large,No,Low,High,PM-Kisan
401,Bihar,Medium,High,Wheat,No,Clay,Marginal,No,High,Medium,Crop Insurance
402,UP,Large,High,Soybean,No,Loamy,Large,Yes,Medium,High,PMFBY
403,Punjab,Medium,Low,Rice,Yes,Loamy,Large,Yes,Medium,Low,Subsidy Scheme
404,UP,Medium,Low,Maize,No,Black,Medium,No,High,Low,PMFBY
405,Punjab,Small,High,Cotton,Yes,Black,Large,Yes,High,Low,Subsidy Scheme
406,Bihar,Medium,Medium,Soybean,No,Clay,Medium,No,Medium,Low,PMFBY
407,UP,Medium,Medium,Rice,No,Clay,Marginal,Yes,Low,Medium,PMFBY
408,MH,Medium,Low,Cotton,No,Loamy,Medium,Yes,High,Medium,Crop Insurance
409,MP,Large,Low,Cotton,Yes,Loamy,Marginal,No,Low,Low,Soil Health Card
410,UP,Medium,High,Wheat,No,Black,Large,Yes,High,Low,PMFBY
411,MP,Large,High,Maize,Yes,Black,Small,Yes,Medium,Medium,KCC
412,Punjab,Small,Low,Cotton,No,Sandy,Large,Yes,Low,High,PM-Kisan
413,UP,Small,Low,Wheat,Yes,Sandy,Large,Yes,Low,High,PM-Kisan
414,Bihar,Large,Low,Rice,No,Black,Large,No,Low,Low,PMFBY
415,MH,Large,Medium,Cotton,Yes,Black,Small,Yes,Low,Low,Subsidy Scheme
416,MH,Small,High,Wheat,Yes,Black,Small,Yes,High,Low,KCC
417,MP,Medium,High,Maize,No,Black,Small,No,Low,High,Crop Insurance
418,MP,Medium,Medium,Maize,No,Clay,Small,No,High,Medium,Crop Insurance
419,MP,Large,Low,Soybean,No,Black,Small,No,Low,Low,PMFBY
420,Punjab,Medium,Medium,Cotton,Yes,Loamy,Small,No,Medium,High,Soil Health Card
421,Bihar,Large,Medium,Maize,Yes,Sandy,Small,Yes,High,High,KCC
422,MH,Large,Medium,Wheat,Yes,Clay,Medium,No,Low,Low,Farm Mechanization
423,MH,Medium,High,Cotton,Yes,Sandy,Marginal,No,High,High,Organic Farming
424,Bihar,Small,Low,Cotton,No,Loamy,Medium,No,Medium,Medium,PM-Kisan
425,Bihar,Large,Low,Cotton,Yes,Black,Marginal,No,High,Low,PMFBY
426,UP,Small,Low,Soybean,Yes,Black,Marginal,No,Low,High,PM-Kisan
427,Punjab,Small,Low,Cotton,Yes,Loamy,Large,Yes,Low,Medium,PM-Kisan
428,MH,Small,High,Maize,Yes,Sandy,Large,Yes,High,Low,KCC
429,Bihar,Medium,Medium,Soybean,No,Sandy,Small,No,High,Medium,PMFBY
430,Punjab,Small,High,Soybean,No,Black,Small,No,Low,Medium,PMFBY
431,Punjab,Large,Medium,Soybean,No,Black,Small,No,Medium,Low,PMFBY
432,MP,Small,Low,Rice,Yes,Clay,Large,No,Medium,Medium,Subsidy Scheme
433,MH,Large,High,Wheat,Yes,Clay,Marginal,No,High,Low,Soil Health Card
434,Punjab,Large,High,Wheat,Yes,Sandy,Medium,Yes,Medium,Medium,KCC
435,MP,Large,Medium,Cotton,No,Clay,Medium,No,Medium,High,Irrigation Subsidy
436,MH,Medium,Low,Maize,Yes,Loamy,Small,Yes,Medium,High,KCC
437,Bihar,Medium,High,Soybean,No,Black,Small,Yes,High,Low,PMFBY
438,MP,Small,Medium,Soybean,No,Sandy,Marginal,No,Low,Low,PMFBY
439,Punjab,Medium,Medium,Rice,No,Loamy,Marginal,No,Low,Medium,Crop Insurance
440,Bihar,Small,Low,Maize,Yes,Loamy,Large,Yes,Low,Medium,PM-Kisan
441,Punjab,Small,Medium,Soybean,Yes,Sandy,Large,No,Medium,Low,Soil Health Card
442,Bihar,Small,Medium,Cotton,No,Black,Marginal,Yes,Medium,Low,PMFBY
443,Punjab,Large,Low,Wheat,Yes,Loamy,Large,No,Medium,Medium,Soil Health Card
444,Bihar,Medium,Low,Cotton,No,Clay,Marginal,No,High,Medium,PMFBY
445,Punjab,Large,Low,Soybean,No,Loamy,Marginal,No,Low,Medium,PMFBY
446,Bihar,Medium,High,Rice,No,Loamy,Large,Yes,Low,High,Crop Insurance
447,UP,Small,Low,Wheat,No,Black,Small,No,Medium,Low,PM-Kisan
448,UP,Large,High,Maize,No,Loamy,Medium,No,Medium,Medium,PMFBY
449,Bihar,Medium,Low,Cotton,No,Black,Marginal,Yes,Low,Low,PMFBY
450,MH,Large,Low,Cotton,No,Sandy,Large,No,Low,High,Soil Health Card
451,MH,Medium,Medium,Soybean,No,Black,Marginal,Yes,High,Medium,PMFBY
452,UP,Large,Low,Maize,No,Loamy,Large,Yes,Low,Medium,PMFBY
453,MH,Medium,Medium,Wheat,Yes,Clay,Marginal,No,High,High,Crop Insurance
454,Punjab,Large,Low,Wheat,No,Sandy,Medium,Yes,Medium,Low,Crop Insurance
455,MH,Large,Medium,Cotton,Yes,Black,Large,Yes,Low,Low,KCC
456,Punjab,Small,High,Cotton,Yes,Sandy,Medium,Yes,High,High,Organic Farming
457,MH,Small,Medium,Cotton,No,Sandy,Small,Yes,High,High,Crop Insurance
458,Bihar,Large,Medium,Maize,Yes,Clay,Marginal,Yes,Low,Low,KCC
459,MH,Medium,High,Cotton,Yes,Black,Small,Yes,Low,Medium,Irrigation Subsidy
460,Bihar,Medium,Medium,Maize,No,Black,Medium,No,Medium,Low,Crop Insurance
461,Bihar,Small,Medium,Wheat,Yes,Black,Large,Yes,High,High,KCC
462,MH,Small,Medium,Cotton,Yes,Black,Medium,No,High,High,Farm Mechanization
463,MP,Medium,High,Wheat,No,Loamy,Marginal,No,Low,Medium,PMFBY
464,Bihar,Large,High,Cotton,Yes,Black,Medium,Yes,Low,Low,Irrigation Subsidy
465,MH,Medium,Medium,Wheat,Yes,Sandy,Marginal,No,Medium,Medium,Soil Health Card
466,UP,Medium,High,Soybean,Yes,Black,Large,Yes,High,Low,Subsidy Scheme
467,MP,Small,High,Soybean,No,Loamy,Medium,Yes,Medium,Medium,PMFBY
468,MP,Small,High,Maize,Yes,Sandy,Large,No,Low,High,Farm Mechanization
469,MH,Medium,Low,Cotton,Yes,Clay,Marginal,No,Medium,Medium,Subsidy Scheme
470,UP,Medium,Low,Rice,Yes,Sandy,Small,No,Low,High,Soil Health Card
471,Punjab,Small,Medium,Cotton,Yes,Clay,Large,Yes,Low,Low,KCC
472,MP,Large,High,Cotton,Yes,Loamy,Medium,No,Low,Low,Soil Health Card
473,MP,Small,High,Soybean,No,Clay,Small,No,Medium,Low,PMFBY
474,MP,Large,Low,Wheat,Yes,Sandy,Small,Yes,Low,High,KCC
475,UP,Small,Low,Wheat,No,Loamy,Medium,No,High,High,PM-Kisan
476,UP,Large,High,Maize,Yes,Black,Marginal,Yes,Medium,High,KCC
477,UP,Medium,Medium,Wheat,No,Black,Marginal,No,Low,Medium,PMFBY
478,Bihar,Small,Medium,Soybean,No,Sandy,Large,No,High,High,PMFBY
479,UP,Large,Low,Soybean,Yes,Sandy,Marginal,No,Medium,Low,Soil Health Card
480,MH,Large,Medium,Maize,No,Clay,Medium,Yes,Low,Low,PMFBY
481,Bihar,Large,High,Rice,Yes,Loamy,Large,Yes,High,High,KCC
482,MP,Large,High,Soybean,No,Sandy,Small,No,Low,Medium,PMFBY
483,Punjab,Small,Low,Wheat,No,Sandy,Small,No,Medium,Low,PM-Kisan
484,MH,Medium,Medium,Soybean,Yes,Loamy,Small,Yes,High,Low,KCC
485,MH,Small,High,Wheat,No,Clay,Marginal,No,Medium,Medium,Crop Insurance
486,UP,Small,Low,Wheat,Yes,Black,Large,No,Low,Low,PM-Kisan
487,MH,Large,Low,Wheat,No,Loamy,Medium,Yes,Low,Low,PMFBY
488,Punjab,Medium,High,Rice,Yes,Loamy,Medium,Yes,High,Medium,KCC
489,MP,Medium,Low,Cotton,No,Loamy,Medium,No,Medium,Medium,PMFBY
490,Bihar,Medium,High,Cotton,No,Clay,Large,No,High,Medium,PMFBY
491,Bihar,Small,High,Rice,Yes,Clay,Marginal,Yes,High,Medium,KCC
492,UP,Small,Low,Wheat,No,Clay,Marginal,Yes,Medium,Medium,PM-Kisan
493,Punjab,Large,Low,Wheat,No,Sandy,Large,Yes,High,High,PMFBY
494,Punjab,Large,Low,Cotton,Yes,Clay,Medium,Yes,High,High,Subsidy Scheme
495,Punjab,Large,Low,Wheat,No,Clay,Medium,Yes,High,Medium,Crop Insurance
496,MH,Small,High,Soybean,No,Sandy,Small,No,Medium,Low,PMFBY
497,MP,Small,Low,Maize,No,Black,Large,No,Low,Low,PM-Kisan
498,MP,Small,Low,Soybean,No,Loamy,Small,No,High,Low,PM-Kisan
499,MH,Small,High,Rice,Yes,Black,Marginal,Yes,Medium,High,KCC
500,MH,Large,Low,Wheat,No,Sandy,Large,No,Low,High,Crop Insurance
501,MH,Large,High,Cotton,Yes,Sandy,Marginal,Yes,High,Low,KCC
502,MH,Small,Low,Maize,Yes,Clay,Large,No,Medium,Low,PM-Kisan
503,MH,Large,Low,Maize,Yes,Loamy,Marginal,No,High,Medium,Soil Health Card
504,MP,Small,Low,Soybean,No,Sandy,Small,Yes,Medium,Medium,PM-Kisan
505,Bihar,Small,Low,Rice,No,Black,Medium,Yes,High,Low,PM-Kisan
506,UP,Large,Medium,Wheat,No,Clay,Marginal,Yes,Low,Low,PMFBY
507,MP,Large,Medium,Rice,No,Loamy,Marginal,No,Low,Low,PMFBY
508,MH,Small,Medium,Cotton,No,Black,Small,No,Low,Medium,Farmer Training
509,UP,Medium,Low,Wheat,Yes,Sandy,Medium,No,Low,High,Organic Farming
510,MH,Large,High,Maize,Yes,Black,Marginal,No,Low,Low,Farmer Training
511,Bihar,Small,Low,Soybean,No,Clay,Small,Yes,High,Medium,PM-Kisan
512,MH,Large,Medium,Wheat,Yes,Sandy,Marginal,No,Medium,Medium,Soil Health Card
513,Punjab,Large,High,Maize,Yes,Clay,Large,No,Medium,High,Irrigation Subsidy
514,Bihar,Large,High,Wheat,Yes,Clay,Medium,No,High,Low,Farm Mechanization
515,Bihar,Medium,Medium,Rice,No,Clay,Marginal,Yes,Low,Medium,PMFBY
516,MP,Large,Low,Rice,No,Black,Large,No,Medium,Medium,Farm Mechanization
517,Punjab,Large,High,Maize,Yes,Black,Marginal,Yes,Low,Low,KCC
518,MP,Medium,Medium,Maize,No,Clay,Medium,Yes,Medium,High,PMFBY
519,UP,Small,Medium,Rice,No,Loamy,Medium,No,High,High,Crop Insurance
520,Punjab,Large,High,Cotton,No,Clay,Marginal,No,Low,Low,Crop Insurance
521,MH,Small,High,Rice,No,Sandy,Large,Yes,High,High,Farmer Training
522,Punjab,Large,Low,Cotton,No,Loamy,Large,No,High,High,PMFBY
523,Bihar,Small,Low,Soybean,No,Clay,Small,No,Medium,High,PM-Kisan
524,Bihar,Small,Medium,Wheat,Yes,Loamy,Small,No,High,High,Soil Health Card
525,Punjab,Small,Low,Maize,No,Black,Medium,Yes,Medium,Medium,PM-Kisan
526,MH,Small,Medium,Soybean,No,Black,Medium,No,Low,High,PMFBY
527,Punjab,Large,Low,Cotton,Yes,Black,Medium,No,Medium,Low,Farm Mechanization
528,Bihar,Medium,High,Wheat,No,Sandy,Small,Yes,High,High,PMFBY
529,UP,Small,Medium,Maize,Yes,Sandy,Large,No,Medium,High,Soil Health Card
530,Punjab,Medium,High,Soybean,No,Loamy,Marginal,No,Low,Medium,PMFBY
531,Punjab,Medium,High,Soybean,No,Loamy,Large,No,Low,High,PMFBY
532,Punjab,Small,High,Rice,No,Black,Small,Yes,High,Low,Crop Insurance
533,UP,Large,Medium,Cotton,No,Clay,Large,No,High,Low,PMFBY
534,UP,Small,High,Wheat,No,Clay,Marginal,No,Low,Medium,PMFBY
535,MP,Large,High,Rice,No,Loamy,Large,No,Low,Low,PMFBY
536,Punjab,Small,High,Soybean,Yes,Loamy,Marginal,No,Medium,Low,Organic Farming
537,MP,Medium,Medium,Maize,Yes,Black,Large,No,Medium,High,Farm Mechanization
538,Bihar,Medium,High,Wheat,Yes,Sandy,Small,No,Low,Low,Soil Health Card
539,MH,Large,Low,Soybean,Yes,Clay,Medium,No,Low,Medium,Irrigation Subsidy
540,Bihar,Large,Low,Cotton,Yes,Sandy,Small,Yes,High,Low,KCC
541,MH,Medium,Medium,Wheat,Yes,Sandy,Marginal,No,Low,Low,Soil Health Card
542,Punjab,Small,Medium,Maize,No,Clay,Marginal,No,High,High,Crop Insurance
543,Punjab,Medium,Low,Soybean,No,Black,Small,Yes,Low,Medium,PMFBY
544,Bihar,Large,Medium,Soybean,No,Sandy,Large,Yes,Medium,Low,PMFBY
545,Bihar,Large,High,Maize,No,Loamy,Small,No,Medium,High,PMFBY
546,Bihar,Medium,High,Maize,No,Clay,Medium,Yes,High,Low,PMFBY
547,UP,Small,High,Soybean,No,Loamy,Medium,No,High,High,PMFBY
548,MH,Medium,High,Cotton,No,Loamy,Medium,No,High,Medium,Crop Insurance
549,MP,Medium,Low,Maize,Yes,Sandy,Medium,No,High,High,Farmer Training
550,MP,Small,Medium,Soybean,No,Clay,Medium,No,Low,Medium,PMFBY
551,Punjab,Small,Low,Wheat,Yes,Loamy,Large,Yes,High,Medium,Farm Mechanization
552,UP,Medium,Medium,Rice,Yes,Black,Marginal,No,Medium,Medium,Irrigation Subsidy
553,Punjab,Medium,Medium,Cotton,Yes,Loamy,Small,Yes,High,Low,KCC
554,MP,Large,Medium,Wheat,No,Loamy,Large,Yes,Low,Medium,PMFBY
555,Bihar,Small,High,Maize,Yes,Clay,Marginal,No,Medium,Medium,Organic Farming
556,UP,Medium,High,Maize,No,Sandy,Marginal,Yes,High,Medium,PMFBY
557,MH,Large,Medium,Soybean,Yes,Black,Medium,No,High,Medium,Farm Mechanization
558,MH,Large,High,Rice,Yes,Sandy,Small,Yes,High,Medium,KCC
559,MH,Large,Low,Cotton,Yes,Sandy,Medium,No,Low,Medium,Soil Health Card
560,UP,Medium,High,Cotton,Yes,Sandy,Large,No,High,High,Organic Farming
561,MH,Large,High,Maize,Yes,Loamy,Medium,No,High,High,Soil Health Card
562,UP,Small,Medium,Rice,Yes,Loamy,Marginal,No,High,High,Soil Health Card
563,UP,Small,High,Maize,Yes,Clay,Medium,No,High,Low,Farm Mechanization
564,MH,Large,Low,Wheat,No,Sandy,Medium,No,High,Low,PMFBY
565,Bihar,Large,Medium,Maize,No,Black,Large,Yes,Low,Medium,Crop Insurance
566,UP,Large,High,Soybean,No,Black,Medium,No,High,Medium,PMFBY
567,MP,Medium,Low,Wheat,Yes,Clay,Large,No,Medium,High,Irrigation Subsidy
568,MP,Small,Low,Rice,No,Clay,Medium,Yes,Low,Low,Subsidy Scheme
569,UP,Small,Medium,Soybean,No,Clay,Marginal,Yes,Low,Low,Crop Insurance
570,MH,Large,High,Maize,Yes,Clay,Small,Yes,Low,Medium,KCC
571,Punjab,Small,Medium,Soybean,Yes,Loamy,Large,Yes,Low,Low,KCC
572,MP,Small,Low,Rice,No,Sandy,Medium,No,Medium,Medium,PM-Kisan
573,MH,Large,Low,Wheat,Yes,Black,Small,Yes,Low,Medium,Subsidy Scheme
574,Bihar,Small,Low,Rice,Yes,Black,Large,Yes,Low,Medium,PM-Kisan
575,MH,Large,Low,Wheat,No,Black,Medium,Yes,Low,High,PMFBY
576,MH,Medium,High,Maize,Yes,Loamy,Large,Yes,Medium,High,KCC
577,Punjab,Small,Medium,Cotton,Yes,Loamy,Medium,Yes,High,High,KCC
578,MH,Large,High,Soybean,Yes,Loamy,Medium,No,High,Low,PMFBY
579,Bihar,Small,High,Rice,Yes,Black,Small,Yes,Low,High,KCC
580,Punjab,Small,High,Wheat,Yes,Sandy,Small,No,High,High,Soil Health Card
581,MP,Small,High,Maize,Yes,Sandy,Large,Yes,High,Low,KCC
582,Bihar,Medium,Medium,Rice,Yes,Loamy,Large,No,Medium,Low,Organic Farming
583,Bihar,Medium,High,Rice,No,Black,Large,Yes,Medium,High,PMFBY
584,Bihar,Medium,Medium,Wheat,No,Clay,Medium,Yes,High,Medium,PMFBY
585,UP,Large,Low,Wheat,Yes,Loamy,Marginal,No,Low,Low,Organic Farming
586,Punjab,Large,Low,Cotton,No,Loamy,Marginal,No,High,Medium,Crop Insurance
587,MH,Medium,Low,Wheat,No,Clay,Small,No,High,Medium,PMFBY
588,Punjab,Small,High,Cotton,No,Clay,Medium,No,Medium,Low,PMFBY
589,Punjab,Large,Low,Rice,No,Sandy,Medium,Yes,Low,Medium,Crop Insurance
590,UP,Large,Medium,Cotton,No,Clay,Medium,Yes,High,High,PMFBY
591,Bihar,Small,Medium,Rice,Yes,Sandy,Medium,No,High,Medium,Crop Insurance
592,MH,Large,Medium,Soybean,Yes,Sandy,Marginal,No,Medium,Medium,Organic Farming
593,MH,Large,Medium,Soybean,Yes,Loamy,Medium,No,Low,Low,Soil Health Card
594,MH,Medium,High,Maize,Yes,Sandy,Marginal,Yes,Medium,High,KCC
595,Bihar,Large,Medium,Wheat,Yes,Sandy,Large,No,Low,High,Soil Health Card
596,MP,Small,Medium,Rice,No,Sandy,Large,No,Low,Medium,PMFBY
597,MH,Medium,High,Soybean,Yes,Black,Small,No,Medium,Medium,Organic Farming
598,Bihar,Small,Low,Soybean,No,Sandy,Marginal,No,High,High,PM-Kisan
599,MP,Medium,Low,Maize,Yes,Black,Large,Yes,Low,Medium,KCC
600,MH,Small,Medium,Maize,Yes,Loamy,Marginal,No,Low,High,Soil Health Card
601,UP,Medium,Low,Rice,No,Sandy,Small,Yes,Low,Medium,PMFBY
602,Punjab,Small,High,Soybean,No,Sandy,Large,Yes,Low,High,PMFBY
603,Bihar,Small,Low,Soybean,No,Clay,Small,No,Low,Medium,PM-Kisan
604,MH,Medium,High,Wheat,No,Sandy,Marginal,Yes,Medium,High,PMFBY
605,Bihar,Large,High,Rice,No,Loamy,Small,No,Medium,Low,PMFBY
606,Punjab,Medium,Low,Rice,No,Sandy,Small,No,Medium,Medium,PMFBY
607,UP,Small,High,Rice,No,Loamy,Large,No,Medium,Low,PMFBY
608,UP,Medium,Low,Rice,Yes,Black,Small,Yes,High,Medium,Subsidy Scheme
609,Punjab,Large,Medium,Cotton,No,Clay,Marginal,Yes,High,High,PMFBY
610,UP,Medium,Medium,Maize,No,Black,Medium,No,Medium,High,PMFBY
611,Bihar,Large,Medium,Soybean,Yes,Sandy,Marginal,No,Low,High,Soil Health Card
612,MP,Large,Low,Soybean,Yes,Black,Large,No,High,High,Farm Mechanization
613,Punjab,Small,High,Soybean,No,Loamy,Small,No,Medium,Medium,PMFBY
614,Punjab,Medium,Low,Soybean,No,Loamy,Small,Yes,High,Medium,PMFBY
615,Bihar,Small,High,Cotton,No,Clay,Large,No,High,Medium,PMFBY
616,Punjab,Small,Low,Cotton,Yes,Loamy,Large,No,High,Low,PM-Kisan
617,UP,Small,Low,Wheat,No,Black,Small,Yes,Medium,Low,PM-Kisan
618,UP,Medium,Medium,Maize,No,Loamy,Marginal,Yes,Low,High,PMFBY
619,Bihar,Large,Low,Cotton,No,Loamy,Large,Yes,Medium,High,PMFBY
620,UP,Large,Low,Rice,No,Clay,Medium,No,Low,High,Crop Insurance
621,UP,Medium,Low,Cotton,Yes,Loamy,Marginal,No,Medium,Low,Soil Health Card
622,Bihar,Medium,Medium,Soybean,No,Clay,Marginal,No,Medium,Low,Subsidy Scheme
623,UP,Medium,Medium,Rice,No,Loamy,Marginal,No,Medium,Medium,PMFBY
624,Bihar,Medium,Medium,Rice,Yes,Clay,Medium,No,High,Low,Farm Mechanization
625,Punjab,Small,Medium,Rice,No,Sandy,Small,No,Medium,High,Crop Insurance
626,Bihar,Small,Medium,Wheat,No,Black,Large,Yes,Low,Low,Crop Insurance
627,Bihar,Small,Low,Cotton,Yes,Sandy,Small,No,Low,High,PM-Kisan
628,UP,Medium,Medium,Wheat,No,Sandy,Marginal,No,Low,Low,Crop Insurance
629,Punjab,Large,Medium,Cotton,Yes,Clay,Medium,No,Medium,Medium,Farm Mechanization
630,MP,Large,Low,Maize,Yes,Loamy,Small,No,High,High,Soil Health Card
631,Bihar,Medium,Medium,Rice,Yes,Black,Medium,Yes,Medium,Low,KCC
632,Bihar,Small,Low,Maize,No,Sandy,Marginal,Yes,Low,Medium,PM-Kisan
633,UP,Small,Medium,Soybean,No,Loamy,Large,Yes,Medium,High,Crop Insurance
634,Punjab,Medium,Medium,Rice,No,Black,Small,No,Medium,High,Crop Insurance
635,MH,Medium,High,Maize,Yes,Clay,Small,Yes,Low,Medium,Farm Mechanization
636,Punjab,Small,High,Rice,Yes,Clay,Marginal,No,Low,Medium,Organic Farming
637,MP,Medium,Medium,Cotton,Yes,Loamy,Large,No,Medium,Low,Organic Farming
638,Bihar,Large,High,Soybean,Yes,Loamy,Medium,No,High,High,Soil Health Card
639,Punjab,Small,Medium,Maize,Yes,Black,Small,Yes,High,Low,KCC
